timestamp,symbol,cash,equity,return_pct
2024-01-01 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-02 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-03 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-04 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-05 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-06 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-07 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-08 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-09 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-10 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-11 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-12 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-13 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-14 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-15 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-16 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-17 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-18 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-19 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-20 09:30:00,AAPL,10000.0,10000.0,0.0
2024-01-20 09:30:00,AAPL,64.033404,9997.013404,-0.029865960000008407
2024-01-21 09:30:00,AAPL,64.033404,10056.233404,0.5923769190537165
2024-01-22 09:30:00,AAPL,64.033404,10115.453404,0.5888884796214411
2024-01-23 09:30:00,AAPL,64.033404,10174.673404,0.5854408856906135
2024-01-24 09:30:00,AAPL,64.033404,10233.893404,0.5820334240578262
2024-01-25 09:30:00,AAPL,64.033404,9898.313404,-3.279103922157678
2024-01-26 09:30:00,AAPL,64.033404,9957.533404,0.5982837437342514
2024-01-27 09:30:00,AAPL,64.033404,10016.753404,0.5947255971665566
2024-01-28 09:30:00,AAPL,64.033404,10075.973404,0.5912095228016057
2024-01-29 09:30:00,AAPL,64.033404,10135.193404,0.5877347788203702
2024-01-30 09:30:00,AAPL,64.033404,10194.413404,0.584300640741886
2024-01-31 09:30:00,AAPL,64.033404,10253.633404,0.58090640091919
2024-02-01 09:30:00,AAPL,64.033404,10312.853404,0.5775513680535749
2024-02-02 09:30:00,AAPL,64.033404,10372.073404,0.5742348667249653
2024-02-03 09:30:00,AAPL,64.033404,10431.293404,0.5709562369387022
2024-02-04 09:30:00,AAPL,64.033404,10490.513404,0.567714833687738
2024-02-05 09:30:00,AAPL,64.033404,10549.733404,0.5645100265295078
2024-02-06 09:30:00,AAPL,64.033404,10214.153404,-3.1809334620035323
2024-02-07 09:30:00,AAPL,64.033404,10273.373404,0.5797837339784673
2024-02-08 09:30:00,AAPL,64.033404,10332.593404,0.5764416192342692
2024-02-09 09:30:00,AAPL,64.033404,10391.813404,0.573137814336877
2024-02-10 09:30:00,AAPL,64.033404,10451.033404,0.569871664335353
2024-02-11 09:30:00,AAPL,64.033404,10510.253404,0.5666425291237953
2024-02-12 09:30:00,AAPL,64.033404,10569.473404,0.5634497830229623
2024-02-13 09:30:00,AAPL,64.033404,10628.693404,0.56029281437604
2024-02-14 09:30:00,AAPL,64.033404,10687.913404,0.5571710251583095
2024-02-15 09:30:00,AAPL,64.033404,10747.133404,0.5540838305991169
2024-02-16 09:30:00,AAPL,64.033404,10806.353404,0.5510306588169644
2024-02-17 09:30:00,AAPL,64.033404,10865.573404,0.5480109504662378
2024-02-18 09:30:00,AAPL,64.033404,10529.993404,-3.0884702309080247
2024-02-19 09:30:00,AAPL,64.033404,10589.213404,0.5623935146768844
2024-02-20 09:30:00,AAPL,64.033404,10648.433404,0.559248338291396
2024-02-21 09:30:00,AAPL,64.033404,10707.653404,0.5561381449571412
2024-02-22 09:30:00,AAPL,64.033404,10766.873404,0.5530623542397972
2024-02-23 09:30:00,AAPL,64.033404,10826.093404,0.5500203984751817
2024-02-24 09:30:00,AAPL,64.033404,10885.313404,0.5470117224198434
2024-02-25 09:30:00,AAPL,64.033404,10944.533404,0.5440357829131326
2024-02-26 09:30:00,AAPL,64.033404,11003.753404,0.5410920485505288
2024-02-27 09:30:00,AAPL,64.033404,11062.973404,0.5381799993670722
2024-02-28 09:30:00,AAPL,64.033404,11122.193404,0.5352991265312745
2024-02-29 09:30:00,AAPL,64.033404,11181.413404,0.5324489320488013
2024-03-01 09:30:00,AAPL,64.033404,10845.833404,-3.001230594693427
2024-03-02 09:30:00,AAPL,64.033404,10905.053404,0.5460161316709788
2024-03-03 09:30:00,AAPL,64.033404,10964.273404,0.5430509856859222
2024-03-04 09:30:00,AAPL,64.033404,11023.493404,0.5401178702675979
2024-03-05 09:30:00,AAPL,64.033404,11082.713404,0.5372162691956728
2024-03-06 09:30:00,AAPL,64.033404,11141.933404,0.5343456772835653
2024-03-07 09:30:00,AAPL,64.033404,11201.153404,0.5315056000849916
2024-03-08 09:30:00,AAPL,64.033404,11260.373404,0.5286955536101479
2024-03-09 09:30:00,AAPL,64.033404,11319.593404,0.5259150640507526
2024-03-10 09:30:00,AAPL,64.033404,11378.813404,0.5231636675136597
2024-03-11 09:30:00,AAPL,64.033404,11062.033404,-2.783945818890421
2024-03-12 09:30:00,AAPL,64.033404,11121.253404,0.5353446137541518
2024-03-13 09:30:00,AAPL,64.033404,10785.673404,-3.017465638174388
2024-03-13 09:30:00,AAPL,10668.491888,10782.551888,-0.02894131764495933
2024-03-14 09:30:00,AAPL,10668.491888,10783.181888,0.005842772717845612
2024-03-15 09:30:00,AAPL,10668.491888,10783.811888,0.005842431357883093
2024-03-16 09:30:00,AAPL,10668.491888,10784.441888,0.005842090037755376
2024-03-17 09:30:00,AAPL,10668.491888,10785.071888,0.005841748757551279
2024-03-18 09:30:00,AAPL,10668.491888,10785.701888,0.005841407517181985
2024-03-18 09:30:00,AAPL,-0.751334,10782.568666,-0.029049773788814015
2024-03-19 09:30:00,AAPL,-0.751334,10840.528666,0.5375342536214189
2024-03-20 09:30:00,AAPL,-0.751334,10898.488666,0.5346602715214699
2024-03-21 09:30:00,AAPL,-0.751334,10956.448666,0.5318168580641602
2024-03-22 09:30:00,AAPL,-0.751334,11014.408666,0.5290035281218408
2024-03-23 09:30:00,AAPL,-0.751334,11072.368666,0.5262198067783386
2024-03-24 09:30:00,AAPL,-0.751334,11498.328666,3.847053985006821
2024-03-25 09:30:00,AAPL,-0.751334,11169.888666,-2.856415132498169
2024-03-26 09:30:00,AAPL,-0.751334,11227.848666,0.5188950555650829
2024-03-27 09:30:00,AAPL,-0.751334,11285.808666,0.516216434013006
2024-03-28 09:30:00,AAPL,-0.751334,11343.768666,0.513565325403853
2024-03-29 09:30:00,AAPL,-0.751334,11401.728666,0.5109413080127467
2024-03-30 09:30:00,AAPL,-0.751334,11459.688666,0.5083439686899061
2024-03-31 09:30:00,AAPL,-0.751334,11517.648666,0.5057729026440416
2024-04-01 09:30:00,AAPL,-0.751334,11575.608666,0.5032277132319463
2024-04-02 09:30:00,AAPL,-0.751334,11633.568666,0.5007080117544138
2024-04-03 09:30:00,AAPL,-0.751334,11691.528666,0.49821341725857504
2024-04-04 09:30:00,AAPL,-0.751334,11749.488666,0.49574355634565137
2024-04-05 09:30:00,AAPL,-0.751334,11807.448666,0.49329806298483714
2024-04-06 09:30:00,AAPL,-0.751334,11479.008666,-2.7816339438828663
2024-04-07 09:30:00,AAPL,-0.751334,11536.968666,0.5049216503483889
2024-04-08 09:30:00,AAPL,-0.751334,11594.928666,0.5023849997166874
2024-04-09 09:30:00,AAPL,-0.751334,11652.888666,0.4998737091842509
2024-04-10 09:30:00,AAPL,-0.751334,11710.848666,0.4973874003371348
2024-04-11 09:30:00,AAPL,-0.751334,11768.808666,0.49492570225311283
2024-04-12 09:30:00,AAPL,-0.751334,11826.768666,0.49248825131675833
2024-04-13 09:30:00,AAPL,-0.751334,11884.728666,0.49007469104072054
2024-04-14 09:30:00,AAPL,-0.751334,11942.688666,0.4876846718916861
2024-04-15 09:30:00,AAPL,-0.751334,12000.648666,0.4853178511218026
2024-04-16 09:30:00,AAPL,-0.751334,12058.608666,0.48297389260476553
2024-04-17 09:30:00,AAPL,-0.751334,12116.568666,0.4806524666765233
2024-04-18 09:30:00,AAPL,-0.751334,11788.128666,-2.7106684165594364
2024-04-19 09:30:00,AAPL,-0.751334,11846.088666,0.4916810941092864
2024-04-20 09:30:00,AAPL,-0.751334,11904.048666,0.48927541937411334
2024-04-21 09:30:00,AAPL,-0.751334,11962.008666,0.4868931707709079
2024-04-22 09:30:00,AAPL,-0.751334,12019.968666,0.4845340077769933
2024-04-23 09:30:00,AAPL,-0.751334,12077.928666,0.4821975964375502
2024-04-24 09:30:00,AAPL,-0.751334,12135.888666,0.4798836092082759
2024-04-25 09:30:00,AAPL,-0.751334,12193.848666,0.47759172480199563
2024-04-26 09:30:00,AAPL,-0.751334,12251.808666,0.47532162804029277
2024-04-27 09:30:00,AAPL,-0.751334,12309.768666,0.47307300970871324
2024-04-28 09:30:00,AAPL,-0.751334,12367.728666,0.4708455664166111
2024-04-29 09:30:00,AAPL,-0.751334,12425.688666,0.4686390004604135
2024-04-30 09:30:00,AAPL,-0.751334,12097.248666,-2.643233778250864
2024-05-01 09:30:00,AAPL,-0.751334,12155.208666,0.4791172075589545
2024-05-02 09:30:00,AAPL,-0.751334,12213.168666,0.4768326204232176
2024-05-03 09:30:00,AAPL,-0.751334,12271.128666,0.47456971720496455
2024-05-04 09:30:00,AAPL,-0.751334,12329.088666,0.4723281906463095
2024-05-05 09:30:00,AAPL,-0.751334,12387.048666,0.47010773926736693
2024-05-06 09:30:00,AAPL,-0.751334,12445.008666,0.46790806723064904
2024-05-07 09:30:00,AAPL,-0.751334,12502.968666,0.4657288842100149
2024-05-08 09:30:00,AAPL,-0.751334,12560.928666,0.46356990526268405
2024-05-09 09:30:00,AAPL,-0.751334,12618.888666,0.4614308507052245
2024-05-10 09:30:00,AAPL,-0.751334,12676.848666,0.4593114459925829
2024-05-11 09:30:00,AAPL,-0.751334,12734.808666,0.4572114216008005
2024-05-12 09:30:00,AAPL,-0.751334,12406.368666,-2.5790729065045537
2024-05-13 09:30:00,AAPL,-0.751334,12464.328666,0.4671794105138849
2024-05-14 09:30:00,AAPL,-0.751334,12522.288666,0.4650069935824508
2024-05-15 09:30:00,AAPL,-0.751334,12580.248666,0.4628546869181349
2024-05-16 09:30:00,AAPL,-0.751334,12638.208666,0.46072221256361345
2024-05-17 09:30:00,AAPL,-0.751334,12696.168666,0.45860929766039504
2024-05-18 09:30:00,AAPL,-0.751334,12754.128666,0.45651567433264706
2024-05-19 09:30:00,AAPL,-0.751334,12812.088666,0.4544410795737752
